regions,iso3,name,year,boreal,temperate,tropical,subtropical,1a_forestArea,1a_otherWoodedLand,1a_landArea,1b_naturallyRegeneratingForest,1b_plantedForest,1b_plantationForest,1b_plantationForestIntroduced,1b_otherPlantedForest,1c_primary,1c_tempUnstocked,1c_bamboos,1c_mangroves,1c_rubber,1f_palms,1f_treeOrchards,1f_agroforestry,1f_treesUrbanSettings,1f_other,2a_gs_ha_nat_reg,2a_gs_ha_planted,2a_gs_ha_plantation,2a_gs_ha_other_planted,2a_gs_ha_forest,2a_gs_ha_owl,2a_gs_tot_nat_reg,2a_gs_tot_planted,2a_gs_tot_plantation,2a_gs_tot_other_planted,2a_gs_tot_forest,2a_gs_tot_owl,2b_native_#1,2b_native_#2,2b_native_#3,2b_native_#4,2b_native_#5,2b_native_#6,2b_native_#7,2b_native_#8,2b_native_#9,2b_native_#10,2b_native_remaining,2b_native_total,2b_introduced_#1,2b_introduced_#2,2b_introduced_#3,2b_introduced_#4,2b_introduced_#5,2b_introduced_remaining,2b_introduced_total,2b_total_gs,2c_agb,2c_bgb,2c_dwb,2d_carbon_agb,2d_carbon_bgb,2d_carbon_dw,2d_carbon_litter,2d_carbon_soil,2d_soil_depth_cm,3a_prim_prod,3a_prim_prot,3a_prim_biodiv,3a_prim_socserv,3a_prim_multi,3a_prim_other,3a_prim_no_unknown,3a_tot_prod,3a_tot_prot,3a_tot_biodiv,3a_tot_socserv,3a_tot_other,3b_protected,3b_forMngt,3b_mngtProt,4a_priv_own,4a_individ,4a_bus_inst_fo,4a_indigenous_fo,4a_pub_own,4a_fo_unknown,4b_pub_admin,4b_individuals,4b_bus_inst_mr,4b_indigenous_mr,4b_unknown,5c_y_n,6a_policies_national,6a_policies_sub_national,6a_legislation_national,6a_legislation_sub_national,6a_platform_national,6a_platform_sub_national,6a_traceability_national,6a_traceability_sub_national,6b_pfe_y_n,6b_pfe_area,7a_employment_tot,7a_employment_fem,7a_employment_male,7a_emp_forestry_tot,7a_emp_forestry_fem,7a_emp_forestry_male,7a_emp_logging_tot,7a_emp_logging_fem,7a_emp_logging_male,7a_emp_nwfp_tot,7a_emp_nwfp_fem,7a_emp_nwfp_male,7a_emp_support_tot,7a_emp_support_fem,7a_emp_support_male,7b_phd_tot,7b_phd_fem,7b_phd_male,7b_msc_tot,7b_msc_fem,7b_msc_male,7b_ba_tot,7b_ba_fem,7b_ba_male,7b_tech_tot,7b_tech_fem,7b_tech_male,7b_total_tot,7b_total_fem,7b_total_male
South America,BOL,Bolivia (Plurinational State of),2000,0,0,100,0,55101.39,5.35,108330,55066.33,35.06,27.06,,8,,,,0,,,,,,,77.21,77.21,77.21,77.21,77.21,,4251.671339,2.7069826,2.0893026,0.61768,4254.378322,,583.98,280.45,265.36,202.04,130.12,117.18,116.08,112.78,99.23,88.6,2258.56,4254.38,,,,,,,,4254.38,131.26,32.55,,61.69,15.3,,,,,28190.63,,10680.19,,,,,,,,,,,3897.4,,35.06,,,,55066.33,,51056.92,140.04,3349.52,519.85,0,no,yes,no,yes,yes,yes,yes,yes,no,yes,41236,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South America,BOL,Bolivia (Plurinational State of),2010,0,0,100,0,53086.01,5.29,108330,53035.88,50.13,34.12,,16.01,,,,0,,,,,,,77.21,77.21,77.21,77.21,77.21,,4094.900295,3.8705373,2.6344052,1.2361321,4098.770832,,562.45,270.11,255.58,194.59,125.32,112.86,111.8,108.62,95.57,85.33,2176.54,4098.77,,,,,,,,4098.77,131.26,32.55,,61.69,15.3,,,,,28190.63,,10680.19,,,,,,,,,,,8762.12,,50.13,,,,53035.88,,44048.35,1470.99,4196.3,3320.24,0,no,yes,no,yes,yes,yes,yes,yes,no,yes,40240,3,,,,,,,,,,,,,,,,,,,,,1091,336,755,,,,,,
South America,BOL,Bolivia (Plurinational State of),2015,0,0,100,0,52027.22,5.25,108330,51970.27,56.95,36.94,,20.01,,,,0,,,,4.05,2.01,,77.21,77.21,77.21,77.21,77.21,,4012.624547,4.3971095,2.8521374,1.5449721,4017.021656,,551.14,264.68,250.44,190.68,122.81,110.59,109.55,106.44,93.65,83.62,2133.41,4017.01,,,,,,,,4017.01,131.26,32.55,,61.69,15.3,,,,,28190.63,,10680.19,,,,,,,,,,,11519.41,,56.95,,,,51970.27,,40225.46,1679.11,4338.6,5727.1,0,no,yes,no,yes,yes,yes,yes,yes,no,yes,34300,3,,,,,,,,,,,,,,,,,,,,,1346,456,890,,,,,,
South America,BOL,Bolivia (Plurinational State of),2020,0,0,100,0,50833.76,5.25,108330,50771.16,62.6,38.79,,23.81,,,,0,,,,5.42,2.79,,77.21,77.21,77.21,77.21,77.21,,3920.041264,4.833346,2.9949759,1.8383701,3924.87461,,538.43,258.58,244.67,186.28,119.97,108.04,107.03,103.98,91.49,81.69,2084.72,3924.88,,,,,,,,3924.88,131.26,32.55,,61.69,15.3,,,,,28190.63,,10680.19,,,,11962.94,,,,,,12431.69,12039,,,,,,,,,,,,,no,yes,no,yes,yes,yes,yes,yes,no,yes,34300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"South America, International Tropical Timber Organization",COL,Colombia,1990,0,0,100,0,64958.14,11671.9,110950,64861.14,97,97,,0,,,,42.6,6.79,104,106.01,14,,,251.34,171.12,171.12,0,251.2202474,,16302.19893,16.59864,16.59864,0,16318.8,,,,,,,,,,,,,,,,,,,,,,184.13,41.63,,92.06,20.81,,,91.99,30,,,9092.8,,,,55865.34,,9092.8,9092.8,,,9092.8,9092.8,9092.8,21395,,,,41485,2078.14,41485,0,0,0,0,yes,yes,no,yes,yes,no,no,yes,no,yes,8692.08,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"South America, International Tropical Timber Organization",COL,Colombia,2000,0,0,100,0,62735.5,10583.3,110950,62569.8,165.7,165.7,,0,,,,30.4,6.79,159,127.23,18,,,251.34,171.12,171.12,0,251.1279897,,15726.29353,28.354584,28.354584,0,15754.64,,,,,,,,,,,,,,,,,,,,,,184.13,41.63,,92.06,20.81,,,91.99,30,,,9123.18,,,,53612.32,,9123.18,9123.18,,,9123.18,9123.18,9123.18,19919,,,,40785,2031.5,40785,0,0,0,0,yes,yes,no,yes,yes,no,no,yes,no,yes,8466.83,29.5,,,,,,,,,,,,,,,,,,,,,94,35,59,98,53,45,192,88,104
"South America, International Tropical Timber Organization",COL,Colombia,2010,0,0,100,0,60807.79,9495.8,110950,60426.49,381.3,381.3,,0,,,,37,39.63,380,252.87,23,1.05,,251.34,171.12,171.12,0,250.8369405,,15187.594,65.248056,65.248056,0,15252.84,,,,,,,,,,,,,,,,,,,,,,184.13,41.63,,92.06,20.81,,,91.99,30,2028.02,1143.29,12019.87,,,2363.82,43252.79,2028.02,13417.18,13417.18,,2363.82,12019.87,17555,12019.87,18760,,,,40137,1910.79,40137,0,0,0,0,yes,yes,no,yes,yes,no,no,yes,no,yes,8243.87,45.8,2.6,43.2,,,,,,,,,,,,,,,,8,3,5,262,125,137,19,9,9,289,137,151
"South America, International Tropical Timber Organization",COL,Colombia,2015,0,0,100,0,60134.66,8950.5,110950,59710.66,424,424,,0,,,,44.4,58.33,471,330.32,24,1.02,,251.34,171.12,171.12,0,250.7743454,,15007.67728,72.55488,72.55488,0,15080.23,,,,,,,,,,,,,,,,,,,,,,184.13,41.63,,92.06,20.81,,,91.99,30,5274.53,2666.69,12273.89,,,1539.31,38380.24,5274.53,14940.58,14940.58,,3903.13,12273.89,24118.23,12273.89,18294,,,,39667,2173.66,39667,0,0,0,0,yes,yes,no,yes,yes,no,no,yes,no,yes,8128.58,31.9,1.5,30.4,,,,,,,,,,,,,3,1,2,9,2,7,304,149,155,50,28,21,366,181,185
"South America, International Tropical Timber Organization",COL,Colombia,2020,0,0,100,0,59141.91,8732.8,110950,58714.51,427.4,427.4,,0,,,,51.7,,,,,,,251.34,171.12,171.12,0,250.7602477,,14757.30494,73.136688,73.136688,0,14830.44,,,,,,,,,,,,,,,,,,,,,,184.13,41.63,,92.06,20.81,,,91.99,30,6314.98,3874.73,12445.31,,,4144.66,32362.23,6314.98,18760.29,18760.29,,8286.94,12445.31,26428.59,12445.31,,,,,,,,,,,,yes,yes,no,yes,yes,no,no,yes,no,yes,8099.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,ERI,Eritrea,1990,0,0,100,0,1150.06,5954.86,10100,1140.06,10,0,0,10,0,,,6.4,0,,,,,,27,61,61,61,27.29422813,,30.78162,0.61,0,0.61,31.39,,,,,,,,,,,,,,,,,,,,,,71.65,19.85,,33.67,9.33,,,,,,,,,,,1150.06,,,,,,,,,,,,,,1150.06,,,,,,,yes,no,yes,no,yes,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,ERI,Eritrea,2000,0,0,100,0,1118.46,5954.86,10100,1097.46,21,6,4,15,0,,,6.4,0,,,,,,27,61,61,61,27.63621408,,29.63142,1.281,0.366,0.915,30.91,,,,,,,,,,,,,,,,,,,,,,71.92,19.93,,33.8,9.37,,,,,,,,,,,1118.46,,,,,,,,,,,,,,1118.46,,,,,,,yes,no,yes,no,yes,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,ERI,Eritrea,2010,0,0,100,0,1086.86,5954.86,10100,1058.36,28.5,8.5,6.5,20,0,,,6.4,0,,,,,,27,61,61,61,27.88767643,,28.57572,1.7385,0.5185,1.22,30.31,,,,,,,,,,,,,,,,,,,,,,72.12,19.99,,33.9,9.39,,,,,,,,,,,1086.86,,,,,,107,,,,,,,,1086.86,,,,,,,yes,no,yes,no,yes,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,ERI,Eritrea,2015,0,0,100,0,1071.06,5954.86,10100,1032.46,38.6,14.6,11,24,0,,,6.4,0,,,,,,27,61,61,61,28.22437585,,27.87642,2.3546,0.8906,1.464,30.23,,,,,,,,,,,,,,,,,,,,,,72.38,20.06,,34.02,9.43,,,,,,,,,,,1071.06,,,,,,107,,,,,,,,1071.06,,,,,,,yes,no,yes,no,yes,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,ERI,Eritrea,2020,0,0,100,0,1055.26,5954.86,10100,1011.86,43.4,16.4,14,27,0,,,6.4,0,,,,,,27,61,61,61,28.40058374,,27.32022,2.6474,1.0004,1.647,29.97,,,,,,,,,,,,,,,,,,,,,,72.52,20.1,,34.08,9.45,,,,,,,,,,,1055.26,,,,,,107,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, International Tropical Timber Organization, UNECE, EU-27, Europe",EST,Estonia,1990,0,100,0,0,2205.9,196.23,4347,2010.73,195.17,6.14,1.92,189.03,39.6,117.44,0,0,0,0,9.2,,,,180.879581,150.5354307,99.3485342,152.6741787,178.2945736,32.10518269,363.7,29.38,0.61,28.86,393.3,6.3,111.4,87.5,96.8,31.8,32.2,17.6,5.3,4.1,2.4,1,2.78,392.88,0.39,0.03,,,,,0.42,393.3,101.94,24.02,2.41,47.91,11.29,1.13,,155.97,55,1628.71,153.29,126.9,0,297,0,0,2079,153.29,576.9,,,127,1916,127,0,0,0,0,2205.9,0,2205.9,0,0,0,0,no,yes,no,yes,no,yes,no,yes,no,yes,907,10,2.08,7.92,,,,,,,,,,,,,,,,,,,34,12,22,71,9,62,105,21,84
"FOREST EUROPE, International Tropical Timber Organization, UNECE, EU-27, Europe",EST,Estonia,2000,0,100,0,0,2238.89,153.71,4347,2040.8,198.09,6.23,1.95,191.86,56.7,160.72,0,0,0,0,8.46,,,,197.7410819,126.7605634,105.9390048,127.4366726,191.4609472,44.49938195,403.55,25.11,0.66,24.45,428.66,6.84,129.44,110.87,93.74,34.56,32.6,17.78,3.48,1.58,1.44,0.43,2.32,428.24,0.39,0.03,,,,,0.42,428.66,109.47,25.79,2.43,50.98,12.01,1.14,,155.97,55,1741.85,256.04,137,0,104,0,0,2101.89,256.04,497,,,141,1230,,951.25,791.55,159.71,0,897.35,390.29,896.35,1,0,0,0,no,yes,no,yes,no,yes,no,yes,no,yes,907,9.17,1,8.17,,,,,,,,,,,,,1,,1,2,1,1,27,5,22,64,2,62,94,8,86
"FOREST EUROPE, International Tropical Timber Organization, UNECE, EU-27, Europe",EST,Estonia,2010,0,100,0,0,2336.02,108.04,4347,2129.34,206.68,6.5,2.03,200.18,59.16,148.32,0,0,0,0,4.58,,,,201.5366264,130.4431972,107.6923077,131.1819363,195.246616,40.63309885,429.14,26.96,0.7,26.26,456.1,4.39,144.62,117.17,98.87,34.5,30.19,18.92,3.9,2.49,2.22,0.87,1.85,455.6,0.39,0.11,,,,,0.5,456.1,111.64,26.3,3.65,52.47,12.36,1.71,,155.97,55,1702.97,136.38,260.21,0,236.46,0,0,2075.81,162.25,633.05,,,486.09,1650.9,157.6,1058.5,799.76,258.74,0,931.24,346.28,930.24,1,0,0,0,no,yes,no,yes,no,yes,no,yes,no,yes,907,5.6,0.58,5.02,,,,,,,,,,,,,3,1,2,22,4,18,50,4,46,38,2,36,113,11,102
"FOREST EUROPE, International Tropical Timber Organization, UNECE, EU-27, Europe",EST,Estonia,2015,0,100,0,0,2421.01,99.9,4347,2206.8,214.2,6.74,2.11,207.46,51.43,171.39,0,0,0,0,3.6,,,,209.674642,135.7142857,112.7596439,136.4600405,203.1309376,44.24424424,462.71,29.07,0.76,28.31,491.78,4.42,153.22,126.43,110.31,34.3,31.51,21.98,4.04,3.21,2.55,0.82,2.99,491.36,0.31,0.11,,,,,0.42,491.78,116.14,27.36,4.05,54.59,12.86,1.91,,155.97,55,1777.09,113.88,310.52,0,219.52,0,0,2110.49,136.99,643.92,,,498.34,1544.16,,1133.33,732.62,400.71,0,1176.85,110.83,1175.85,1,0,0,0,no,yes,no,yes,no,yes,no,yes,no,yes,907,7.09,1.01,6.08,,,,,,,,,,,,,3,1,2,19,3,16,33,4,29,35,6,29,90,14,76
"FOREST EUROPE, International Tropical Timber Organization, UNECE, EU-27, Europe",EST,Estonia,2020,0,100,0,0,2438.4,94.44,4347,2222.66,215.74,6.79,2.12,208.95,52.09,181.24,0,0,0,0,3.6,,,,209.1817912,135.3944563,111.9293078,136.1569754,202.6533793,42.14315968,464.94,29.21,0.76,28.45,494.15,3.98,150.95,127.26,112.07,32.93,32.91,22.37,4.07,3.27,2.89,0.91,4.15,493.78,0.24,0.13,,,,,0.37,494.15,115.87,27.3,3.98,54.46,12.83,1.87,,155.97,55,1776.35,110.88,332.36,0,218.81,0,0,2106.04,137.47,662.05,,,532.41,1690.02,284.64,,,,,,,,,,,,no,yes,no,yes,no,yes,no,yes,no,yes,907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,EGY,Egypt,1990,0,0,18,82,43.81,0,99545,0,43.81,0,0,43.81,,,,0.39,,,,,,,0,120,0,120,120,,0,5.2572,0,5.2572,5.2572,0,,,,,,,,,,,,,,,,,,,,,120,34.2,,56.4,16.07,,,,,,,,,,,43.81,,,,,,,,,,,,,,43.81,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,EGY,Egypt,2000,0,0,18,82,59.21,0,99545,0,59.21,0,0,59.21,,,,0.39,,,,,,,0,120,0,120,120,,0,7.1052,0,7.1052,7.1052,0,,,,,,,,,,,,,,,,,,,,,120,34.2,,56.4,16.07,,,,,,,,,,,59.21,,,,,,,,,,,,,,59.21,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,EGY,Egypt,2010,0,0,18,82,65.64,0,99545,0,65.64,0,0,65.64,,,,0.39,,,,,,,0,120,0,120,120,,0,7.8768,0,7.8768,7.8768,0,,,,,,,,,,,,,,,,,,,,,120,34.2,,56.4,16.07,,,,,,,,,,,65.64,,,,,,,,,,,,,,65.64,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,EGY,Egypt,2015,0,0,18,82,48.42,0,99545,0,48.42,0,0,48.42,,,,0.5,,,,,739.8,,0,120,0,120,120,,0,5.8104,0,5.8104,5.8104,0,,,,,,,,,,,,,,,,,,,,,120,34.2,,56.4,16.07,,,,,,,,,,,48.42,,,,,,,,,,,,,,48.42,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,EGY,Egypt,2020,0,0,18,82,44.98,0,99545,0,44.98,0,0,44.98,,,,0.5,,,,,739.8,,0,120,0,120,120,,0,5.3976,0,5.3976,5.3976,0,,,,,,,,,,,,,,,,,,,,,120,34.2,,56.4,16.07,,,,,,,,,,,44.98,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Tropical Timber Organization, EU-27, UNECE, FOREST EUROPE, Europe",ESP,Spain,1990,0,32,0,68,13904.66,12079.4,49966.1,11959.48,1945.19,758.54,700.67,1186.65,,,0,0,0,,,,,,36.20475138,65.39206967,93.13945211,47.6551637,40.28721306,0.144874745,432.99,127.2,70.65,56.55,560.18,1.75,85.71,103.98,36.02,42.07,50.66,30.23,16.83,17.9,16.16,12.9,85.25,497.71,22.07,33.56,,1.09,0.37,5.37,62.46,560.17,,,,,,,,,,1269.19,2861.71,1200.42,0,8573.33,0,0.01,,3260.19,1341.76,,,1341.76,,,9545.32,9373.36,0,171.96,4359.34,0,4359.34,0,0,0,0,no,yes,yes,yes,yes,yes,yes,no,no,yes,13904.66,29.01,3.4,26.71,,,,,,,,,,,,,8,3,5,61,17,44,79,16,63,74,2,72,,,
"International Tropical Timber Organization, EU-27, UNECE, FOREST EUROPE, Europe",ESP,Spain,2000,0,32,0,68,17093.93,10431.42,49966.1,14702.58,2391.34,932.52,861.37,1458.82,,,0,0,0,,,,,,47.608651,86.18180602,123.04,62.62,53.00419506,0.170638322,699.97,206.09,114.7372608,91.3513084,906.05,1.78,137.64,134.85,73.48,67.13,66.7,54.48,38.54,28.05,24.53,21.37,121.77,768.54,62.11,52.4,9.4,4.55,1.67,7.4,137.53,906.07,,,,,,,,,,3495.44,3370.42,1975.24,0,8252.84,0,-0.01,,4328.99,2350.37,,,2350.37,,,11205.96,10906.64,0,299.33,4962.44,925.53,4962.44,0,0,0,0,no,yes,yes,yes,yes,yes,yes,no,no,yes,17093.93,34.94,2.19,32.75,,,,,,,,,,,,,11,4,7,341,138,203,565,205,360,869,168,701,,,
"International Tropical Timber Organization, EU-27, UNECE, FOREST EUROPE, Europe",ESP,Spain,2010,0,32,0,68,18545.34,9250.07,49966.1,15948.85,2596.49,1015,938.12,1581.49,,,0,0,0,9.85,3686.19,,,,50.3584898,89.42071797,128.73,64.19,55.82750168,0.210809215,803.16,232.18,130.66095,101.5158431,1035.34,1.95,157.26,155.72,84.68,77.02,75.33,62.64,43.65,32.45,28.35,24.59,139.11,880.8,71.32,56.67,10.71,5.26,1.68,8.91,154.55,1035.35,53.49,21.94,,26.15,10.68,,,,,3412.25,3395.77,3499.45,0,8237.87,0,0,4178.08,4608.7,3499.45,,,7360.79,,,12944.06,12608.18,0,335.88,5369.56,231.72,5369.56,0,0,0,0,no,yes,yes,yes,yes,yes,yes,no,no,yes,18545.34,30.77,3.31,27.46,,,,,,,,,,,,,19,7,12,404,157,247,667,248,419,1890,308,1582,,,
"International Tropical Timber Organization, EU-27, UNECE, FOREST EUROPE, Europe",ESP,Spain,2015,0,32,0,68,18551.18,9403.94,49966.1,15931.65,2619.53,1016.68,939.36,1602.85,,,0,0,0,9.51,3745.5,,,,50.9934627,94.306994,135.65,68.08497364,57.1095747,0.224374039,812.41,247.04,137.912642,109.13,1059.45,2.11,161.65,156.95,85.45,78.35,78.32,63.47,45.25,32.58,28.51,24.91,142.35,897.79,72.13,62.82,10.96,5.26,2.04,8.43,161.64,1059.43,54.4,22.24,2.22,26.6,10.83,1.09,3.06,,,3548.41,3270.72,4115.68,0,7616.37,0,0,4487.79,4642.51,4115.68,,,7400.43,,,13259.64,12831.17,0,428.47,5255.26,36.28,5255.26,0,0,0,0,no,yes,yes,yes,yes,yes,yes,no,no,yes,18551.18,25.7,2.3,23.4,,,,,,,,,,,,,45,27,18,318,120,198,576,207,369,2522,321,2201,,,
"International Tropical Timber Organization, EU-27, UNECE, FOREST EUROPE, Europe",ESP,Spain,2020,0,32,0,68,18572.17,9381.82,49966.1,15982.08,2590.1,1004.3,926.5,1585.8,,,0,0,0,9.57,3867.2,,,,53.66135071,96.99625497,138.3949019,70.78,59.70492409,,857.62,251.23,138.99,112.242924,1108.85,,162.14,157.21,85.91,78.57,78.8,63.75,45.42,32.71,28.61,24.97,187.65,945.74,72.99,63.2,11.08,5.32,2.1,8.44,163.13,1108.87,55.87,22.83,,27.32,11.12,,,,,3552.43,3274.42,4120.33,0,7624.99,0,0,4492.87,4647.77,4120.33,,,,,,,,,,,,,,,,,no,yes,yes,yes,yes,yes,yes,no,no,yes,18572.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,DZA,Algeria,1990,0,0,0,100,1667,2063,238174,1334,333,0,0,333,0,1,0,0,0,205,500,,,,44.15,46.3,0,46.3,44.57708458,3.7,58.8961,15.4179,0,15.4179,74.31,7.6331,42,2.2,0.85,0.9,5,2,,,,,21.36,74.31,,,,,,,,74.31,29.06,10.69,,13.66,5.02,,,38,30,596,895,173,2.8,,,0.2,,969,,,,119,,,392,,,,1275,0,1275,0,0,0,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1492,48,8,40,12,2,10,10,0,10,16,6,10,10,0,10,,,,,,,,,,,,,,,
Africa,DZA,Algeria,2000,0,0,0,100,1579,2374,238174,1234,345,0,0,345,0,1,0,0,0,212,495,,,,44.15,46.3,0,46.3,44.61684611,3.7,54.4811,15.9735,0,15.9735,70.45,8.7838,46,2,1.1,0.86,5,2,,,,,13.49,70.45,,,,,,,,70.45,29.16,10.69,,13.7,5.03,,,38,30,562,842,173,2,0,0,0,,1017,,,,119,,,371,,,,1208,0,1208,0,0,0,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1492,49,9,40,13,3,10,10,0,10,16,6,10,10,0,10,,,,,,,,,,,,,,,
Africa,DZA,Algeria,2010,0,0,0,100,1918,2457,238174,1420,498,0,0,498,0,2,0,0,0,247,489,,,,44.15,46.3,0,46.3,44.7080292,3.7,62.693,23.0574,0,23.0574,85.75,9.0909,53,1.57,1.51,0.81,6.1,1.9,,,,,20.86,85.75,,,,,,,,85.75,29.38,10.71,,13.81,5.03,,,38,30,527,790,173,2.8,,,425.2,,1392,,,,119,152,,361,,,,1557,0,1557,0,0,0,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1492,59,11,48,18,3,15,10,0,10,21,8,13,10,0,10,,,,,,,,,,,,,,,
Africa,DZA,Algeria,2015,0,0,0,100,1956,2569,238174,1400,556,0,0,556,0,1,0,0,0,230,485,,,,44.15,46.3,0,46.3,44.7597137,3.7,61.81,25.7428,0,25.7428,87.55,9.5053,,,,,,,,,,,,,,,,,,,,,29.51,10.71,,13.87,5.04,,,38,30,526,780,470,1.5,,,178.5,,1430,,,,119,152,,361,,,,1557,38,1557,0,0,0,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1918,62,10,52,18,3,15,10,0,10,22,7,15,12,0,12,,,,,,,,,,,,,,,
Africa,DZA,Algeria,2020,0,0,0,100,1949,2590,238174,1439,510,0,0,510,0,1,0,0,0,232,487,,,,44.15,46.3,0,46.3,44.71010775,3.7,63.53185,23.613,0,23.613,87.14,9.583,,,,,,,,,,,,,,,,,,,,,29.39,10.71,,13.81,5.03,,,38,30,526,785,465,1.6,,,171.4,,1430,,,,119,264,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,1918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North and Central America,DMA,Dominica,1990,0,0,100,0,50.31,0,75,49.5,0.81,0.81,0.81,0,28.42,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.88,0,0,0,44.43,0,0,5.88,21.4,21.4,,0,21.4,21.4,21.4,25,24,0,1,25.31,0,20.74,0,0,1.5,3.07,yes,yes,yes,yes,yes,no,no,no,no,yes,50.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North and Central America,DMA,Dominica,2000,0,0,100,0,47.87,0,75,47.06,0.81,0.81,0.81,0,27.57,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.88,0,0,0,41.99,0,,5.88,21.4,21.4,,0,21.4,21.4,21.4,25,24,0,1,22.87,,20.74,0,0,1.5,0.63,yes,yes,yes,yes,yes,no,no,no,no,yes,47.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North and Central America,DMA,Dominica,2010,0,0,100,0,47.87,0,75,47.06,0.81,0.81,0.81,0,26.72,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.88,0,0,0,41.99,0,0,5.88,21.4,21.4,,0,21.4,21.4,21.4,25,24,0,1,22.87,0,20.74,0,0,1.5,0.63,yes,yes,yes,yes,yes,no,no,no,no,yes,47.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North and Central America,DMA,Dominica,2015,0,0,100,0,47.87,0,75,47.06,0.81,0.81,0.81,0,26.3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.88,0,0,0,41.99,0,0,5.88,21.4,21.4,,0,21.4,21.4,21.4,25,24,0,1,22.87,0,20.74,0,0,1.5,0.63,yes,yes,yes,yes,yes,no,no,no,no,yes,47.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North and Central America,DMA,Dominica,2020,0,0,100,0,47.87,0,75,47.06,0.81,0.81,0.81,0,26.3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.88,0,0,0,41.99,0,0,5.88,21.4,21.4,,0,21.4,21.4,21.4,,,,,,,,,,,,yes,yes,yes,yes,yes,no,no,no,no,yes,47.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EU-27, International Tropical Timber Organization, Asia, FOREST EUROPE, UNECE",CYP,Cyprus,1990,0,0,0,100,161.11,50.67,924,136.76542,24.34,0,,24.34458,0,0,0,0,0,0,,,,,,,,,45.93135125,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,27.58,7.72,,12.96,3.63,,,22.5,,43.22,,0.76,2.3,59.51,,,43.22,105.8,105.8,61.81,,3.06,105.8,3.06,55.31,,,,105.8,,105.8,0,0,0,0,no,yes,no,yes,no,yes,no,no,no,yes,105.8,0.56,,,0.08,,,0.09,,,0,,,0.18,,,0,0,0,0,0,0,0,0,0,9,0,9,9,0,9
"EU-27, International Tropical Timber Organization, Asia, FOREST EUROPE, UNECE",CYP,Cyprus,2000,0,0,0,100,171.61,213.86,924,144.0491,27.56,0,,27.5609,0,0,0,0,0,0,,,,,,,,,46.20942835,,,,,,7.93,,,,,,,,,,,,,,,,,,,,,,27.73,7.76,,13.03,3.65,,,22.5,,43.17,,3.39,10.58,48.66,,,43.17,105.8,105.8,59.24,,13.97,105.8,13.97,65.81,,,,105.8,,105.8,0,0,0,0,no,yes,no,yes,no,yes,no,no,no,yes,105.8,0.64,,,0.11,,,0.04,,,0,,,0.24,,,0,0,0,0,0,0,0,0,0,9,0,9,9,0,9
